species,eventDate,decimalLatitude,decimalLongitude
Balaenoptera musculus,2023-06-08T11:28:43Z,32.721191,-117.404022
Balaenoptera musculus,2023-06-23T10:00:28Z,32.742689,-117.314072
Balaenoptera musculus,2023-06-23T10:15:09Z,32.682802,-117.402649
Balaenoptera musculus,2023-06-23T10:12:09Z,32.716569,-117.36557
Balaenoptera musculus,2023-06-26T13:18:41Z,33.600422,-118.293732
Balaenoptera musculus,2023-06-19T00:00:00Z,33.424119,-117.751802
Balaenoptera musculus,2023-06-25T15:53:31Z,33.508145,-117.822704
Balaenoptera musculus,2023-06-08T10:38:17Z,32.733447,-117.320938
Balaenoptera musculus,2023-06-23T09:10:57Z,32.69808,-117.336731
Balaenoptera musculus,2023-06-08T10:20:34Z,32.622677,-117.583923
Balaenoptera musculus,2023-06-16T09:41:11Z,32.695769,-117.307892
Balaenoptera musculus,2023-06-15T11:21:48Z,32.681899,-117.296906
Balaenoptera musculus,2023-06-09T11:31:12Z,32.705014,-117.351837
Balaenoptera musculus,2023-06-16T09:15:48Z,32.673555,-117.36969
Balaenoptera musculus,2023-06-10T08:50:59Z,32.69808,-117.351837
Balaenoptera musculus,2023-06-22T10:09:19Z,32.693457,-117.342224
Balaenoptera musculus,2023-06-22T08:41:05Z,32.691146,-117.325745
Balaenoptera musculus,2023-06-11T16:13:13Z,32.674964,-117.313385
Balaenoptera musculus,2023-06-09T11:01:15Z,32.706874,-117.330551
Balaenoptera musculus,2023-06-09T07:57:07Z,32.69808,-117.379303
Balaenoptera musculus,2023-06-16T09:21:31Z,32.702703,-117.302399
Balaenoptera musculus,2023-06-16T10:07:05Z,32.702703,-117.310638
Balaenoptera musculus,2023-06-10T11:53:24Z,32.695769,-117.327118
Balaenoptera musculus,2023-06-10T12:19:46Z,32.69808,-117.371063
Balaenoptera musculus,2023-06-10T11:12:25Z,32.688834,-117.327118
Balaenoptera musculus,2023-06-10T11:18:11Z,32.687227,-117.314072
Balaenoptera musculus,2023-06-10T10:42:41Z,32.688834,-117.338104
Balaenoptera musculus,2020-07-10T09:25:00Z,33.565353,-117.86192
Balaenoptera musculus,2023-06-01T11:24:46Z,32.702703,-117.320251
Balaenoptera musculus,2023-06-04T10:45:07Z,32.739575,-117.279739
Balaenoptera musculus,2023-06-01T11:02:09Z,32.684916,-117.343597
Balaenoptera musculus,2023-06-01T09:48:43Z,32.695317,-117.331238
Balaenoptera musculus,2023-06-01T09:47:58Z,32.707325,-117.35321
Balaenoptera musculus,2023-05-26T10:03:03Z,33.43,-117.7
Balaenoptera musculus,2023-06-08T10:36:17Z,32.79872,-117.371407
Balaenoptera musculus,2023-06-04T10:45:04Z,32.739575,-117.279739
Balaenoptera musculus,2023-06-03T16:02:57Z,32.671397,-117.300339
Balaenoptera musculus,2022-08-24T14:51:31Z,33.414162,-117.740445
Balaenoptera musculus,2022-06-19T14:12:08Z,33.417504,-117.753485
Balaenoptera musculus,2022-11-27T13:00:00Z,33.740376,-118.452187
Balaenoptera musculus,2023-05-06T15:00:00Z,32.843467,-117.322311
Balaenoptera musculus,2023-06-02T18:02:43Z,33.55,-117.9
Balaenoptera musculus,2022-10-07T00:00:00Z,32.83824,-117.32265
Balaenoptera musculus,2023-05-24T16:23:36Z,33.637168,-118.293747
Balaenoptera musculus,2022-11-20T16:39:41Z,33.731757,-118.433109
Balaenoptera musculus,2023-06-03T12:53:43Z,32.661796,-117.310638
Balaenoptera musculus,2023-06-03T12:25:32Z,32.679136,-117.305145
Balaenoptera musculus,2023-06-03T10:08:45Z,32.659484,-117.336731
Balaenoptera musculus,2023-05-24T16:23:36Z,33.637388,-118.293428
Balaenoptera musculus,2023-06-07T08:27:09Z,32.697611,-117.279053
Balaenoptera musculus,2023-06-07T12:41:00Z,32.655057,-117.383423
Balaenoptera musculus,2023-06-07T12:08:58Z,32.687227,-117.298279
Balaenoptera musculus,2023-06-07T12:38:11Z,32.70607,-117.303085
Balaenoptera musculus,2022-10-03T11:03:52Z,33.773232,-118.487127
Balaenoptera musculus,2022-11-14T13:53:27Z,33.687382,-118.340442
Balaenoptera musculus,2022-05-26T12:47:00Z,32.667314,-117.518005
Balaenoptera musculus,2022-10-03T12:00:00Z,33.778915,-118.482663
Balaenoptera musculus,2022-05-26T13:20:52Z,32.623039,-117.526245
Balaenoptera musculus,2022-10-03T12:00:00Z,33.778915,-118.482663
Balaenoptera musculus,2023-06-07T16:40:10Z,33.50162,-117.967135
Balaenoptera musculus,2023-06-04T15:03:17Z,33.250017,-117.679367
Balaenoptera musculus,2022-10-03T17:15:25Z,33.713498,-118.42956
Balaenoptera musculus,2022-10-03T16:36:11Z,33.782625,-118.492443
Balaenoptera musculus,2023-06-07T13:27:14Z,33.52064,-118.010582
Balaenoptera musculus,2022-09-04T17:46:24Z,33.45724,-117.716854
Balaenoptera musculus,2022-12-21T13:14:25Z,33.627923,-118.283193
Balaenoptera musculus,2022-11-29T11:05:26Z,33.720582,-118.427177
Balaenoptera musculus,2022-10-07T00:00:00Z,32.83824,-117.32265
Balaenoptera musculus,2023-06-07T10:16:23Z,32.713789,-117.299652
Balaenoptera musculus,2022-08-09T08:30:00Z,32.664731,-117.303085
Balaenoptera musculus,2022-08-24T11:15:00Z,33.43,-117.7
Balaenoptera musculus,2022-09-03T00:00:00Z,33.129461,-117.480466
Balaenoptera musculus,2022-07-16T13:45:12Z,33.334167,-118.081944
Balaenoptera musculus,2022-07-16T12:43:18Z,33.280278,-118.113333
Balaenoptera musculus,2022-09-04T11:48:12Z,33.417498,-117.750298
Balaenoptera musculus,2022-07-16T10:21:26Z,33.35905,-118.0278
Balaenoptera musculus,2022-06-28T13:56:00Z,32.649453,-117.269629
Balaenoptera musculus,2022-06-20T17:32:32Z,33.631718,-118.324912
Balaenoptera musculus,2022-06-20T17:32:32Z,33.643543,-118.325115
Balaenoptera musculus,2022-07-08T12:30:37Z,33.286154,-118.170077
Balaenoptera musculus,2022-05-30T00:00:00Z,32.6,-117.3
Balaenoptera musculus,2020-08-02T00:00:00Z,33.916667,-118.583333
Balaenoptera musculus,2021-06-28T18:51:44Z,33.55,-117.9
Balaenoptera musculus,2021-06-26T14:37:10Z,32.633333,-117.433333
Balaenoptera musculus,2021-07-16T10:06:37Z,33.395761,-117.866577
Balaenoptera musculus,2021-07-15T14:28:53Z,34.152778,-119.650278
Balaenoptera musculus,2021-06-10T17:39:19Z,33.554608,-118.19362
Balaenoptera musculus,2021-06-24T10:14:42Z,33.347331,-117.914944
Balaenoptera musculus,2021-06-24T15:25:25Z,33.420123,-117.768357
Balaenoptera musculus,2021-06-12T12:54:11Z,33.341912,-118.049469
Balaenoptera musculus,2020-06-26T13:48:15Z,34.124382,-119.563351
Balaenoptera musculus,2020-06-24T14:04:57Z,34.124382,-119.563351
Balaenoptera musculus,2020-07-18T12:05:32Z,34.18008,-120.073002
Balaenoptera musculus,2020-06-30T15:04:55Z,34.097093,-119.975338
Balaenoptera musculus,2020-06-30T13:16:16Z,34.124382,-119.563351
Balaenoptera musculus,2020-06-27T13:28:15Z,34.124382,-119.563351
Balaenoptera musculus,2020-10-01T15:30:10Z,34.099772,-119.674931
Balaenoptera musculus,2020-08-14T11:30:28Z,33.9,-118.583333
Balaenoptera musculus,2020-08-01T14:10:02Z,34.138023,-120.063229
Balaenoptera musculus,2020-07-26T14:52:57Z,34.138023,-120.063229
Balaenoptera musculus,2020-07-18T13:07:09Z,34.138378,-120.122018
Balaenoptera musculus,2020-07-18T12:55:45Z,34.137148,-120.12044
Balaenoptera musculus,2020-08-29T10:37:18Z,34.10705,-119.57469
Balaenoptera musculus,2020-07-23T12:23:07Z,34.158906,-119.970703
Balaenoptera musculus,2020-08-09T13:24:43Z,34.113243,-120.087558
Balaenoptera musculus,2020-08-08T15:47:36Z,34.142569,-120.096188
Balaenoptera musculus,2020-09-20T10:49:35Z,34.15603,-119.687011
Balaenoptera musculus,2020-08-13T13:51:30Z,34.138023,-120.063229
Balaenoptera musculus,2020-06-27T14:44:20Z,33.365278000000004,-117.663041
Balaenoptera musculus,2020-09-25T13:13:48Z,34.10321,-119.552128
Balaenoptera musculus,2020-09-27T12:42:49Z,34.096628,-119.55141
Balaenoptera musculus,2020-08-12T17:20:21Z,33.597356,-118.207655
Balaenoptera musculus,2020-06-19T14:21:58Z,34.210757,-119.723947
Balaenoptera musculus,2020-06-19T13:17:52Z,34.112,-119.993
Balaenoptera musculus,2020-08-25T13:00:12Z,34.108482,-119.602452
Balaenoptera musculus,2020-06-19T12:26:51Z,34.112,-119.993
Balaenoptera musculus,2020-07-30T00:00:00Z,34.080101,-119.980677
Balaenoptera musculus,2020-06-15T13:32:28Z,34.270015,-119.78106
Balaenoptera musculus,2020-08-25T14:57:26Z,34.120261,-119.624634
Balaenoptera musculus,2020-06-27T00:00:00Z,33.43,-117.7
Balaenoptera musculus,2020-06-27T00:00:00Z,33.43,-117.7
Balaenoptera musculus,2020-08-02T00:00:00Z,33.916667,-118.583333
Balaenoptera musculus,2020-08-27T12:17:41Z,34.104803,-119.590928
Balaenoptera musculus,2020-07-25T11:31:42Z,34.119,-120.089
Balaenoptera musculus,2020-09-12T12:41:31Z,34.119014,-119.582586
Balaenoptera musculus,2020-09-12T12:48:39Z,34.121008,-119.576314
Balaenoptera musculus,2020-09-12T12:41:04Z,34.120792,-119.573831
Balaenoptera musculus,2020-09-12T12:20:12Z,34.125961,-119.582469
Balaenoptera musculus,2020-08-28T12:56:41Z,34.101078,-119.571045
Balaenoptera musculus,2020-09-23T12:08:00Z,34.100573,-119.612507
Balaenoptera musculus,2020-09-23T12:53:05Z,34.098238,-119.577363
Balaenoptera musculus,2020-09-26T13:12:03Z,34.122383,-119.789897
Balaenoptera musculus,2020-09-24T12:11:10Z,34.083333,-119.533333
Balaenoptera musculus,2020-08-29T10:36:05Z,34.107367000000004,-119.574802
Balaenoptera musculus,2020-08-29T10:06:16Z,34.103117,-119.581702
Balaenoptera musculus,2020-08-29T11:06:20Z,34.100788,-119.60386
Balaenoptera musculus,2020-08-10T00:00:00Z,33.8,-118.483333
Balaenoptera musculus,2020-08-28T12:43:46Z,34.098118,-119.576523
Balaenoptera musculus,2020-07-24T12:05:22Z,32.9018,-117.2595
Balaenoptera musculus,2020-08-28T12:42:48Z,34.098355,-119.575962
Balaenoptera musculus,2020-08-28T12:12:34Z,34.099278,-119.581252
Balaenoptera musculus,2020-08-28T12:35:23Z,34.102442,-119.575503
